Site.State,Site.County,Year,Turbine.Capacity,Turbine.Hub_Height,Turbine.Rotor_Diameter,Turbine.Swept_Area,Turbine.Total_Height,Project.Capacity,Project.Number_Turbines
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
IA,Hancock County,2002,676,65.0,47.0,1734.94,88.4,100.048,148
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
WY,Laramie County,2008,2100,79.0,88.0,6082.12,123.1,29.4,14
NY,Wayne County,2002,250,40.0,29.0,660.52,55.0,1.1,2
NY,Wayne County,2012,850,55.0,58.0,2642.08,84.1,0.85,1
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
TX,Nueces County,2012,1500,80.0,82.0,5281.02,121.0,9.0,6
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
IA,Greene County,2007,2100,79.0,88.0,6082.12,123.1,14.7,7
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
NY,Herkimer County,2011,2000,100.0,90.0,6361.73,145.1,74.0,37
OH,Wyandot County,2016,1500,80.0,87.0,5944.68,123.4,1.5,1
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2012,1800,95.0,100.0,7853.98,145.1,59.4,33
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
MI,Huron County,2008,1650,80.0,82.0,5281.02,121.0,52.8,32
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
WA,Klickitat County,2009,2300,80.0,93.0,6792.91,126.5,98.9,43
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
CA,Shasta County,2010,2300,80.0,93.0,6792.91,126.5,101.2,44
OH,Paulding County,2012,1500,85.0,87.0,5944.68,128.6,4.5,3
OH,Paulding County,2012,1500,85.0,87.0,5944.68,128.6,4.5,3
OH,Paulding County,2012,1500,85.0,87.0,5944.68,128.6,4.5,3
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
HI,Hawaii County,2006,660,37.0,47.0,1734.94,60.4,10.56,16
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
IA,Fayette County,2012,2500,100.0,100.0,7853.98,150.0,37.5,15
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
OR,Sherman County,2009,2100,79.0,88.0,6082.12,123.1,100.8,48
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
IN,Randolph County,2014,2000,95.0,100.0,7853.98,145.1,200.0,100
