Site.State,Site.County,Year,Turbine.Capacity,Turbine.Hub_Height,Turbine.Rotor_Diameter,Turbine.Swept_Area,Turbine.Total_Height,Project.Capacity,Project.Number_Turbines
IA,Story County,2017,3000,87.5,125.0,12271.85,150.0,30.0,10
MA,Barnstable County,2013,1680,80.0,82.5,5345.62,121.3,3.36,2
MA,Barnstable County,2011,1500,80.0,77.0,4656.63,118.6,3.0,2
IA,Story County,2012,1600,80.0,82.5,5345.62,121.3,9.6,6
OH,Wood County,2004,1800,78.0,80.0,5026.55,118.0,3.6,2
IA,Adair County,2008,2300,80.0,93.0,6792.91,126.5,174.8,76
IA,Adams County,2016,2415,80.0,108.0,9160.88,134.1,154.28,64
MN,Meeker County,2011,1670,80.0,85.5,5741.46,122.8,19.8,12
IL,Bureau County,2008,2100,80.0,88.0,6082.12,124.1,8.4,4
NE,Brown County,2005,1650,70.0,82.0,5281.02,110.9,59.4,36
MA,Barnstable County,2009,1500,80.0,77.0,4656.63,118.6,1.5,1
WY,Laramie County,2009,2000,78.0,87.0,5944.68,121.6,2.0,1
IA,Plymouth County,1999,600,55.0,44.0,1520.53,77.1,0.6,1
KS,Rush County,2015,2300,80.0,108.0,9160.88,134.1,48.3,21
CA,Kern County,2008,3000,80.0,90.0,6361.73,125.0,24.0,8
PA,Cambria County,2007,2000,78.0,87.0,5944.68,121.6,80.0,40
CA,Kern County,2010,1500,80.0,77.0,4656.63,118.6,150.0,100
CA,Kern County,2010,3000,80.0,90.0,6361.73,125.0,150.0,50
CA,Kern County,2011,3000,80.0,90.0,6361.73,125.0,150.0,50
CA,Kern County,2011,3000,80.0,90.0,6361.73,125.0,102.0,34
CA,Riverside County,1995,225,40.0,27.0,572.56,53.5,9.45,42
CA,Riverside County,1988,160,23.0,23.0,415.48,34.5,18.56,116
CA,Kern County,2011,3000,80.0,90.0,6361.73,125.0,132.0,44
CA,Kern County,2011,3000,80.0,90.0,6361.73,125.0,129.0,43
CA,Kern County,2013,2850,85.0,103.0,8332.29,136.6,136.8,48
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Kent County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
TX,Fisher County,2020,1790,80.0,100.0,7853.98,130.1,250.12,96
TX,Stonewall County,2020,2820,89.0,127.0,12667.69,152.4,250.12,96
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
IN,Benton County,2015,2300,80.0,108.0,9160.88,134.1,149.5,65
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
TX,Scurry County,2017,2300,80.0,116.0,10568.32,138.1,253.0,110
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
OH,Paulding County,2016,2100,93.0,114.0,10207.03,150.0,100.8,48
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Pasquotank County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
NC,Perquimans County,2017,2000,93.0,114.0,10207.03,150.0,208.0,104
